a96f4e6c13508cbcff51fce003f4b13339ec5256af59e86dd813dd232b9dbfdf,CD,서울,142,11,2000
14d7059ac0e30ea6a28facb84d3fedc43af7d66060a056cf7a9479024231154a,AD,서울,84,08,6200
14d7059ac0e30ea6a28facb84d3fedc43af7d66060a056cf7a9479024231154a,CD,서울,65,11,3500
14d7059ac0e30ea6a28facb84d3fedc43af7d66060a056cf7a9479024231154a,CD,서울,105,07,5000
14d7059ac0e30ea6a28facb84d3fedc43af7d66060a056cf7a9479024231154a,AC,서울,113,13,1800
ab36967861d7db95c3eaf857076c5d7fd30a378d9981009a54695bb8d8e42cde,AB,경기,67,10,1200
c2728374f55122cd198a230f4e69904e470555e9d303473cbe3ef252e331cb3c,CA,경기,101,23,2000
740afdebb7dd7e00a3331f4605213ec0870156cda3b6910f9049e0484598425e,CC,서울,95,22,5000
6585828512c515dce801a41c4931c2092d949de6c749f5e00d4e8177d2eeffef,BA,경기,21,07,1200
7233fd9db3600adcc6ad9ed28cba41e27ee726115dbd5ac7e84f721be0f142c9,AD,서울,113,20,3200
ae74f16e965d4af53d83009addd9407c67383036a7fdcbc380b97827bf18fae0,AD,부산,126,23,1700
1ec7f9935e76418e102efc27082984e3ed9165f1a1fe90d76f7f7ab165a2836b,AC,서울,9,14,1800
2877788c90093d9a2808a4829d124914cad63ce49294195a7833e513eb6df64e,CD,경기,127,10,2000
cfb3262065f863cffdc22f5287844239a6d9df128c48256742eaf575ad75677d,CD,경기,107,20,2000
0ad733a917a7c5ab35ec763ba799dc4e21f9cffd0eaf16cd787beac81cd1fb75,AC,서울,154,16,1800
10626a51147ed5567e1f19a9a37916350015f69e27fb8f3defc0aa909032ebac,CA,경기,40,18,2000
9300b9de9c381696a88e22b9ad5f8cdca539c542c507a492656d0fcea7947b58,CA,경기,115,16,2000
cd7d8212ce8083e97e247d923a61eb132ae04e08e89869b76a9a0477e595f833,AB,경기,112,07,1200
6c134a0472a2a11d8f60da2c04878a3b1a13cde5a76702bba2705f186e9c8800,CC,서울,106,22,2000
b4c2ac1a0ea1912be7f6222cc764f0b9aa7db36dc3defc3ce795d6f172c67878,AD,경기,96,01,1700
872bc86a530cccaa215ee47529666fb61bb762d7ba4c99897bcb4dd7e88e5a2e,BD,서울,68,07,1500
872bc86a530cccaa215ee47529666fb61bb762d7ba4c99897bcb4dd7e88e5a2e,CD,서울,74,01,2000
cd22bfdb5689d5587def81cdd6601097dae4c88fac5d7613b9930022c3fececb,BD,경기,10,00,1500
592e0fee4b463d90e7ac3d56166161c79deb65eeb6c3c6fd3c72432490bd0d6e,BB,부산,175,16,1400
fd50ef73a5e1b5b3b6ceb1780404b8921739f675787d9355fad2f505aaacec71,CA,서울,162,18,2000
454b5ee732ee01bf578887db1825e65bcdf6bedd0670f079fe6590726cf3eaa6,BD,서울,23,05,2800
454b5ee732ee01bf578887db1825e65bcdf6bedd0670f079fe6590726cf3eaa6,BC,서울,115,23,1800
454b5ee732ee01bf578887db1825e65bcdf6bedd0670f079fe6590726cf3eaa6,CA,서울,59,04,2000
74ecc54b1c5c786a853e0e439141a8b78369ff25cd05ad8ee72e6366fe8ec0fc,CC,서울,145,17,3500
76e56a5acfc920e55065b9e0fe842307ed6861f55366f679922fb996278cd446,CA,서울,63,20,2000
dc554b3f3fd0e0dafb122f9f203132795165f0f94ce60b55fa67c1c78440a26d,CD,경기,36,07,2000
dc554b3f3fd0e0dafb122f9f203132795165f0f94ce60b55fa67c1c78440a26d,BB,경기,43,06,1400
6ce67798f0b8df7090a35edd1b99b1eb0a0cfbacfb48fd67dc8867a515467510,CD,경기,161,15,3500
6ce67798f0b8df7090a35edd1b99b1eb0a0cfbacfb48fd67dc8867a515467510,CC,경기,107,07,2000
a527f07ced7bdeedd01d59080ba49f6d3c9a5ddf4625663f5e393fc6c68e6c25,CD,경기,110,08,3500
a527f07ced7bdeedd01d59080ba49f6d3c9a5ddf4625663f5e393fc6c68e6c25,BD,경기,30,10,1500
5eb32d55f1df8e71724643f3cfd30d7a5f94fd58c788e649a6020c0b01342277,CD,서울,99,20,2000
a4e70293a1f4f261066fa15b33ebe985b0ed7abffe260566906dac55113172e7,AC,서울,150,16,5000
8399db4da1cf87c25230250e6db6aa3c0502c6b1ba8502d33278c0103f82cc09,BC,서울,76,13,1800
8399db4da1cf87c25230250e6db6aa3c0502c6b1ba8502d33278c0103f82cc09,CA,서울,104,13,3500
222f2a436f7b8b60c14feb6ab896aafcee5b25846293b498dc75ded85a04ee6e,BD,부산,40,11,1500
2b6624621fc5c02ac7cbf95db8aced9ffe9c3f37ce339adfde5a2bd15702188c,AC,서울,171,17,3400
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,AD,경기,137,15,1700
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CA,경기,120,18,2000
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CC,경기,90,19,2000
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CD,경기,138,18,2000
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CD,경기,43,12,5000
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CD,경기,24,19,2000
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CC,경기,147,11,2000
1f3d0d3d3315274089346cd4294a986269bfbacc1e74134775c315d4cf676562,CD,경기,44,13,2000
20902669cd60ac52af706a204565bfe91c6529631aa90581b62c7867c9bb9290,BC,서울,26,11,5000
3142075861287f3532e7d6311d423a2fb80116fb71ff47757c6a92ff8bb71d0f,AA,경기,134,16,3200
3d2641bb4ef33272b0b78fe938723ae52e6d1b1fe5e2613a8b7064156dd1eb10,CA,서울,159,21,2000
9d2b1d3674e36ca2167affda460344372682f1b5a82d011a2d3f871f532b23cd,AB,서울,108,13,2200
442adba3cad39d4aa39904e82738ef99bead3ab8f987c96cbe39d7924b69b21b,CD,경기,23,15,2000
a6826e11f3482912afb09c437ccc289ae0ac6dbf4a6401b73c9cba34e5eb0abe,BC,서울,34,18,5000
5dd9bea898a1951761f003ce1d18e24e9befa6f425776a6f2de2010c07869a85,AC,서울,90,19,1800
5dd9bea898a1951761f003ce1d18e24e9befa6f425776a6f2de2010c07869a85,AB,서울,146,16,1200
5dd9bea898a1951761f003ce1d18e24e9befa6f425776a6f2de2010c07869a85,BB,서울,111,17,1400
5dd9bea898a1951761f003ce1d18e24e9befa6f425776a6f2de2010c07869a85,BB,서울,64,18,1400
5dd9bea898a1951761f003ce1d18e24e9befa6f425776a6f2de2010c07869a85,CD,서울,100,18,3500
5dd9bea898a1951761f003ce1d18e24e9befa6f425776a6f2de2010c07869a85,CD,서울,97,16,6500
6a2a53e26fad9c87cd17a1d807cc1726b6f0c1707fac9acceaf314f55ada77fc,CB,서울,24,14,2000
0cfa7549870de09e70206ea7813cfed36bc997de000982acc41213e9decd9026,BD,서울,119,23,1500
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,BD,서울,55,20,8000
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,CA,서울,79,22,2000
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,CA,서울,62,20,2000
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,CA,서울,66,22,2000
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,AA,서울,65,22,3200
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,BB,서울,93,21,3800
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,CD,서울,150,19,2000
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,BB,서울,137,21,1400
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,AA,서울,162,18,3200
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,CA,서울,174,22,2000
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,AB,서울,96,20,2200
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,AD,서울,172,22,3200
936e762789aad595b662427d2cc22dac2eaedff7beea3181bf284c0fda071b92,AD,서울,165,22,3200
6a3735d30493e09a66bc24f4f53b9f767216c8015d1e544fe31270416e1c4973,CB,서울,71,17,2000
5b8bf073df26c111425d764837c5c72dfc1728ddd880da526f13e4cf70963611,AC,서울,140,05,1800
d896f34edb50eb92d9de3296e5dbd03f0d236a2cbd7030b84b14d3f4331676cc,BB,경기,173,13,3800
d896f34edb50eb92d9de3296e5dbd03f0d236a2cbd7030b84b14d3f4331676cc,CB,경기,50,08,3500
d896f34edb50eb92d9de3296e5dbd03f0d236a2cbd7030b84b14d3f4331676cc,CB,경기,107,00,2000
d896f34edb50eb92d9de3296e5dbd03f0d236a2cbd7030b84b14d3f4331676cc,BB,경기,76,08,3800
